"Year","Ownership","Territory.Age","Territory.Search.Time","Territory.Search.Effort","Number.of.Visits","Birds.Present","Age.of.Female","Age.of.Male","Nest.Built.Up.","Nest.Tree.Species","Nest.Height..m.","Eggs.laid.","Number.of.Eggs","Eggs.hatched.","Number.of.Eggs.Hatched","Young.chicks.fail.","Chicks.ringed.","Number.of.chicks.ringed","Fledged.","When.did.you.check.fledging.","Number.of.Chicks.Fledged","S.Petty.Breeding.Code","Dominant.Surrounding.Habitat","Reasons.for.Nest.Failure","Comments","S.Petty_F","Breeding.Success","Elevation","Rain_con","Site.Code","Surveyor_A","Site.code.f","Year_f"
2008,"State",1,1,"No",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Plantation",NA,NA,1,NA,248,12,"G045","S007","G045","2008"
2008,"State",1,1,"Yes",NA,"BP","U","U","Yes",NA,NA,"Yes",NA,"Yes",NA,"No","Yes",3,"Yes","At ringing",3,7,"Plantation",NA,NA,7,1,214,12,"G046","S007","G046","2008"
2008,"State",1,1,"No",NA,"BP","U","U","Yes",NA,NA,"Yes",NA,"No",0,NA,NA,NA,NA,NA,0,4,"Plantation",NA,NA,4,0,307,12,"G047","S007","G047","2008"
2008,"State",1,1,"Yes",NA,"BP","U","U","Yes",NA,NA,"Yes",NA,"Yes",NA,"Yes",NA,NA,NA,NA,0,5,"Plantation",NA,NA,5,0,359,12,"G048","S007","G048","2008"
2008,"State",1,1,"Yes",NA,"BP","U","U",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Plantation",NA,NA,2,0,269,12,"G052","S007","G052","2008"
2008,"State",1,1,"Yes",NA,"BP","U","U","Yes",NA,NA,"No",0,NA,NA,NA,NA,NA,NA,NA,0,3,"Plantation",NA,NA,3,0,281,12,"G053","S007","G053","2008"
2008,"State",1,1,"No",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Plantation",NA,NA,1,NA,280,12,"G054","S007","G054","2008"
2008,"State",1,1,"No",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Plantation",NA,NA,1,NA,307,12,"G055","S007","G055","2008"
2008,"State",1,1,"No",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Plantation",NA,NA,1,NA,248,12,"G056","S007","G056","2008"
2008,"State",1,1,"No",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Plantation",NA,NA,1,NA,396,12,"G068","S007","G068","2008"
2008,"State",1,1,"Yes",NA,"BP","U","U","Yes",NA,NA,"Yes",NA,"Yes",NA,"No","Yes",3,"Yes","At ringing",3,7,"Plantation",NA,NA,7,1,274,12,"G072","S007","G072","2008"
2008,"State",1,1,"Yes",NA,"BP","U","U","Yes",NA,NA,"Yes",NA,"Yes",NA,"No","Yes",1,"Yes","At ringing",1,7,"Plantation",NA,NA,7,1,320,12,"G092","S007","G092","2008"
2008,"State",1,1,"No",NA,"BP","U","U",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Plantation",NA,NA,2,0,372,12,"G103","S007","G103","2008"
2008,"State",1,1,"No",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Plantation",NA,NA,1,NA,216,12,"G143","S007","G143","2008"
2008,"State",1,1,"No",NA,"Yes","U","U","Yes",NA,NA,"Yes",NA,"Yes",NA,"No","Yes",3,"Yes","At ringing",3,7,"Plantation",NA,NA,7,1,393,12,"G145","S007","G145","2008"
2008,"State",1,1,"No",NA,"BP","U","U",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Plantation",NA,NA,2,0,333,12,"G152","S007","G152","2008"
2008,"State",1,1,"No",NA,"BP","U","U",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Plantation",NA,NA,2,0,259,12,"G156","S007","G156","2008"
2008,"State",1,1,"Yes",NA,"BP","U","U","Yes",NA,NA,"Yes",NA,"Yes",NA,"No","No",0,"Yes","Specific check for fledging",2,7,"Plantation",NA,NA,7,1,169,12,"G157","S007","G157","2008"
2008,"State",1,1,"No",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Plantation",NA,NA,1,NA,309,12,"G178","S007","G178","2008"
2008,"State",1,1,"No",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Plantation",NA,NA,1,NA,262,12,"G179","S007","G179","2008"
2009,"State",23,23,"Yes",NA,"BP","U","U","Yes",NA,NA,"Yes",1,"Yes",1,"No","Yes",1,"Yes","At ringing",1,7,"Plantation and rough grassland",NA,NA,7,1,231,7,"G001","S003","G001","2009"
2009,"State",32,32,"No",NA,"BP","U","U","Yes",NA,NA,"No",0,NA,NA,NA,NA,NA,NA,NA,0,3,"Plantation",NA,NA,3,0,325,7,"G002","S003","G002","2009"
2009,"State",36,36,"No",NA,"BP","U","U","Yes",NA,NA,"Yes",NA,"No",0,NA,NA,NA,NA,NA,0,4,"Plantation",NA,NA,4,0,246,7,"G004","S003","G004","2009"
2009,"Private",16,16,"Yes",NA,"BP","U","U","Yes",NA,NA,"Yes",NA,"Yes",NA,"No","Yes",3,"Yes",NA,3,7,"Plantation",NA,NA,7,1,212,7,"G005","S004","G005","2009"
2009,"Private",16,16,"No",NA,"SB","U","U","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Plantation",NA,NA,2,0,343,7,"G006","S004","G006","2009"
2009,"State",7,7,"No",NA,"BP","U","U","Yes",NA,NA,"Yes",NA,"No",0,NA,NA,NA,NA,NA,0,4,"Plantation",NA,NA,4,0,238,7,"G007","S003","G007","2009"
2009,"State",23,23,"No",NA,"BP","U","U","Yes",NA,NA,"Yes",NA,"No",0,NA,NA,NA,NA,NA,0,4,NA,NA,NA,4,0,277,7,"G009","S003","G009","2009"
2009,"Private",26,26,"Yes",NA,"BP","U","U","Yes",NA,NA,"Yes",NA,"Yes",NA,"No","Yes",4,"Yes",NA,4,7,"Plantation",NA,NA,7,1,243,7,"G012","S004","G012","2009"
2009,"Private",36,31,"No",NA,"BP","U","U","Yes",NA,NA,"Yes",NA,"Yes",NA,"No","Yes",3,"Yes",NA,3,7,"Plantation",NA,NA,7,1,212,7,"G013","S004","G013","2009"
2009,"State",7,6,"Yes",NA,"BP","U","U","Yes",NA,NA,"Yes",3,"Yes",3,"No","Yes",3,"Yes","At ringing",3,7,"Plantation",NA,NA,7,1,357,7,"G015","S003","G015","2009"
2009,"State",29,29,"No",NA,"BP","U","U","Yes",NA,NA,"Yes",1,"Yes",1,"No","Yes",1,"Yes","At ringing",1,7,"Plantation",NA,NA,7,1,270,7,"G016","S003","G016","2009"
2009,"Private",21,4,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,8,NA,55,7,"G019","S004","G019","2009"
2009,"Private",26,26,"Yes",NA,"SB","U","U",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Plantation",NA,NA,2,0,209,7,"G020","S004","G020","2009"
2009,"State",3,3,"Yes",NA,"BP","U","U","Yes",NA,NA,"Yes",3,"Yes",3,"No","Yes",3,"Yes","At ringing",3,7,"Plantation",NA,NA,7,1,290,7,"G021","S003","G021","2009"
2009,"Private",26,26,"No",NA,"BP","U","U","Yes",NA,NA,"Yes",NA,"No",0,NA,NA,NA,NA,NA,0,4,"Plantation","Not known",NA,4,0,336,7,"G023","S004","G023","2009"
2009,"Private",21,4,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,8,NA,147,7,"G036","S004","G036","2009"
2009,"State",8,8,"Yes",NA,"BP","U","U","Yes",NA,NA,"Yes",3,"Yes",3,"No","Yes",3,"Yes","At ringing",3,7,"Plantation",NA,NA,7,1,250,7,"G042","S003","G042","2009"
2009,"State",27,27,"No",NA,"BP","U","U","Yes",NA,NA,"Yes",2,"Yes",2,"No","Yes",2,"Yes","At ringing",2,7,"Plantation and rough grassland",NA,NA,7,1,268,7,"G049","S003","G049","2009"
2009,"State",29,29,"No",NA,"BP","U","U","Yes",NA,NA,"Yes",2,"Yes",2,"No","No",0,"Yes",NA,2,7,NA,NA,NA,7,1,278,7,"G057","S003","G057","2009"
2009,"Private",16,16,"No",NA,"BP","U","U","Yes",NA,NA,"Yes",NA,"Yes",NA,"No","Yes",3,"Yes",NA,3,7,"Plantation",NA,NA,7,1,348,7,"G058","S004","G058","2009"
2009,"Private",21,21,"Yes",NA,"BP","U","U","Yes",NA,NA,"Yes",2,"No",0,NA,NA,NA,NA,NA,0,4,NA,NA,NA,4,0,250,7,"G064","S004","G064","2009"
2009,"State",1,1,"No",NA,"BP","U","U","Yes",NA,NA,"Yes",NA,"Yes",NA,"No","No",0,"No",NA,0,6,"Plantation",NA,NA,6,0,265,7,"G069","S003","G069","2009"
2009,"Private",21,4,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Plantation and rough grassland",NA,NA,8,NA,275,7,"G070","S004","G070","2009"
2009,"State",23,23,"No",NA,"BP","U","U","Yes",NA,NA,"No",0,NA,NA,NA,NA,NA,NA,NA,0,3,NA,NA,NA,3,0,284,7,"G073","S003","G073","2009"
2009,"State",28,28,"No",NA,"BP","U","U","Yes",NA,NA,"Yes",NA,"No",0,NA,NA,NA,NA,NA,0,4,"Plantation and rough grassland",NA,NA,4,0,229,7,"G074","S003","G074","2009"
2009,"State",23,23,"No",NA,"BP","U","U","Yes",NA,NA,"Yes",2,"Yes",2,"No","Yes",2,"Yes","At ringing",2,7,"Plantation and rough grassland",NA,NA,7,1,294,7,"G077","S003","G077","2009"
2009,"State",37,37,"No",NA,"BP","U","U","Yes",NA,NA,"Yes",NA,"No",0,NA,NA,NA,NA,NA,0,4,"Plantation",NA,NA,4,0,288,7,"G080","S003","G080","2009"
2009,"State",7,7,"Yes",NA,"BP","U","U","Yes",NA,NA,"Yes",2,"Yes",2,"No","Yes",2,"Yes","At ringing",2,7,"Plantation and rough grassland",NA,NA,7,1,278,7,"G084","S003","G084","2009"
2009,"Private",10,10,"Yes",4,"BP","U","U","Yes","Scots Pine",10,"Yes",3,"Yes",3,"No","No",0,"Yes","Specific check for fledging",2,7,"Moorland and rough grassland",NA,NA,7,1,184,7,"G087","S002","G087","2009"
2009,"State",19,19,"No",NA,"BP","U","U","Yes",NA,NA,"No",0,NA,NA,NA,NA,NA,NA,NA,0,3,"Plantation and rough grassland",NA,NA,3,0,275,7,"G090","S003","G090","2009"
2009,"State",29,29,"No",NA,"BP","U","U","Yes",NA,NA,"No",0,NA,NA,NA,NA,NA,NA,NA,0,3,"Plantation",NA,NA,3,0,248,7,"G091","S003","G091","2009"
2009,"State",5,5,"Yes",NA,"BP","U","U","Yes",NA,NA,"No",0,NA,NA,NA,NA,NA,NA,NA,0,3,"Plantation and rough grassland",NA,NA,3,0,271,7,"G096","S003","G096","2009"
2009,"State",11,11,"No",NA,"BP","U","U","Yes",NA,NA,"Yes",2,"Yes",2,"No","No",0,"Yes",NA,2,7,"Plantation",NA,NA,7,1,342,7,"G101","S003","G101","2009"
2009,"Private",1,1,"Yes",3,"BP","U","U","No","Douglas Fir",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Plantation and moorland",NA,NA,2,0,147,7,"G102","S002","G102","2009"
2009,"Private",26,26,"Yes",NA,"BP","U","U","Yes",NA,NA,"Yes",NA,"Yes",NA,"No","Yes",2,"Yes",NA,2,7,"Plantation",NA,NA,7,1,254,7,"G104","S004","G104","2009"
2009,"State",29,29,"No",NA,"SB","U","U","Yes",NA,NA,"No",0,NA,NA,NA,NA,NA,NA,NA,0,3,"Plantation and rough grassland",NA,NA,3,0,184,7,"G105","S003","G105","2009"
2009,"Private",21,4,"No",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,199,7,"G106","S004","G106","2009"
2009,"State",3,3,"Yes",NA,"BP","U","U","Yes",NA,NA,"Yes",3,"Yes",3,"No","Yes",3,"Yes","At ringing",3,7,"Plantation",NA,NA,7,1,321,7,"G108","S003","G108","2009"
2009,"Private",21,21,"No",NA,"SB","U","U","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Plantation",NA,NA,2,0,185,7,"G112","S004","G112","2009"
2009,"Private",21,21,"Yes",NA,"BP","U","U","Yes",NA,NA,"No",0,NA,NA,NA,NA,NA,NA,NA,0,3,"Plantation","Not known",NA,3,0,151,7,"G113","S004","G113","2009"
2009,"Private",21,21,"Yes",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Plantation",NA,NA,1,NA,245,7,"G115","S004","G115","2009"
2009,"Private",21,21,"Yes",NA,"BP","U","U","Yes",NA,NA,"Yes",NA,"Yes",NA,"No","Yes",3,"Yes",NA,3,7,"Plantation",NA,NA,7,1,185,7,"G116","S004","G116","2009"
2009,"Private",26,26,"Yes",NA,"BP","U","U","Yes",NA,NA,"Yes",NA,"Yes",NA,"No","Yes",2,"Yes",NA,2,7,"Plantation",NA,NA,7,1,180,7,"G119","S004","G119","2009"
2009,"Private",21,11,"No",NA,"SB","U","U","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA,NA,NA,2,0,186,7,"G122","S004","G122","2009"
2009,"State",2,2,"No",NA,"BP","U","U","Yes",NA,NA,"No",0,NA,NA,NA,NA,NA,NA,NA,0,3,"Plantation and Moorland",NA,NA,3,0,342,7,"G124","S003","G124","2009"
2009,"State",29,29,"No",NA,"BP","U","U","Yes",NA,NA,"Yes",3,"Yes",3,"No","Yes",3,"Yes","At ringing",3,7,"Plantation and rough grassland",NA,NA,7,1,214,7,"G127","S003","G127","2009"
2009,"Private",26,26,"No",NA,"BP","U","U","Yes",NA,NA,"Yes",NA,"Yes",NA,"No","Yes",2,"Yes",NA,2,7,"Plantation",NA,NA,7,1,329,7,"G129","S004","G129","2009"
2009,"State",21,21,"No",NA,"BP","U","U","Yes",NA,NA,"Yes",NA,"No",0,NA,NA,NA,NA,NA,0,4,NA,NA,NA,4,0,275,7,"G134","S003","G134","2009"
2009,"Private",21,11,"No",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Plantation",NA,NA,1,NA,134,7,"G138","S004","G138","2009"
2009,"Private",21,21,"Yes",NA,"BP","U","U","Yes",NA,NA,"Yes",NA,"Yes",NA,"No","Yes",3,"Yes",NA,3,7,"Plantation",NA,NA,7,1,303,7,"G140","S004","G140","2009"
2009,"State",26,26,"No",NA,"BP","U","U","Yes",NA,NA,"Yes",2,"Yes",2,"No","No",0,"Yes",NA,2,7,"Plantation",NA,NA,7,1,410,7,"G142","S003","G142","2009"
2009,"Private",26,26,"No",NA,"BP","U","U","Yes",NA,NA,"Yes",NA,"Yes",NA,"No","Yes",1,"Yes",NA,1,7,"Plantation",NA,NA,7,1,332,7,"G146","S004","G146","2009"
2009,"State",26,26,"Yes",NA,"SB","U","U","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Plantation",NA,NA,2,0,223,7,"G147","S004","G147","2009"
2009,"Private",21,21,"No",NA,"BP","U","U","Yes",NA,NA,"No",0,NA,NA,NA,NA,NA,NA,NA,0,3,"Plantation","Not known",NA,3,0,221,7,"G148","S004","G148","2009"
2009,"Private",21,21,"Yes",NA,"BP","U","U","Yes",NA,NA,"Yes",NA,"Yes",NA,"No","Yes",1,"Yes",NA,1,7,"Plantation",NA,NA,7,1,199,7,"G151","S004","G151","2009"
2009,"Private",21,21,"Yes",NA,"BP","U","U","Yes",NA,NA,"Yes",NA,"Yes",NA,"No","Yes",3,"Yes",NA,3,7,"Arable  farmland",NA,NA,7,1,197,7,"G161","S004","G161","2009"
2009,"State",6,6,"Yes",NA,"BP","U","U","Yes",NA,NA,"Yes",2,"Yes",2,"No","No",0,"Yes",NA,2,7,"Plantation and rough grassland",NA,NA,7,1,244,7,"G166","S003","G166","2009"
2009,"State",26,26,"No",NA,"BP","U","U","Yes",NA,NA,"Yes",NA,"Yes",NA,"No","Yes",1,"Yes",NA,1,7,"Plantation",NA,NA,7,1,202,7,"G173","S004","G173","2009"
2009,"State",37,37,"No",NA,"BP","U","U","Yes",NA,NA,"Yes",NA,"No",0,NA,NA,NA,NA,NA,0,4,"Plantation and Moorland",NA,NA,4,0,345,7,"G174","S003","G174","2009"
2009,"State",2,2,"Yes",3,"BP","U","U","Yes",NA,NA,"Yes",NA,"Yes",NA,"No","Yes",2,"Yes","At ringing",2,7,"Plantation",NA,NA,7,1,265,7,"G008","S007","G008","2009"
2009,"State",2,2,"Yes",2,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Plantation",NA,NA,1,NA,227,7,"G018","S007","G018","2009"
2009,"State",2,2,"Yes",1,"SB","U","U","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Plantation",NA,NA,2,0,181,7,"G024","S007","G024","2009"
2009,"State",2,2,"No",2,"BP","U","U","Yes",NA,NA,"Yes",NA,"Yes",NA,"No","Yes",4,"Yes","At ringing",4,7,"Plantation",NA,NA,7,1,290,7,"G027","S007","G027","2009"
2009,"State",2,1,"No",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Plantation",NA,NA,8,NA,438,7,"G030","S007","G030","2009"
2009,"State",2,2,"Yes",2,"BP","U","U","Yes",NA,NA,"Yes",NA,"Yes",NA,"No","Yes",3,"Yes","At ringing",3,7,"Plantation",NA,NA,7,1,358,7,"G037","S007","G037","2009"
2009,"State",2,2,"No",3,"SB","U","U","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Plantation",NA,NA,2,0,248,7,"G045","S007","G045","2009"
2009,"State",2,2,"Yes",3,"BP","U","U","Yes",NA,NA,"Yes",NA,"Yes",NA,"No","Yes",1,"Yes","At ringing",1,7,"Plantation",NA,NA,7,1,228,7,"G046","S007","G046","2009"
2009,"State",2,2,"No",2,"BP","U","U","Yes",NA,NA,"No",0,NA,NA,NA,NA,NA,NA,NA,0,3,"Plantation",NA,NA,3,0,280,7,"G047","S007","G047","2009"
2009,"State",2,2,"Yes",1,"SB","U","U","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Plantation",NA,NA,2,0,352,7,"G048","S007","G048","2009"
2009,"State",2,2,"Yes",2,"SB","U","U","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Plantation",NA,NA,2,0,270,7,"G052","S007","G052","2009"
2009,"State",2,2,"Yes",2,"BP","U","U","Yes",NA,NA,"Yes",NA,"Yes",NA,"No","No",0,"Yes","Specific check for fledging",2,7,"Plantation",NA,NA,7,1,281,7,"G053","S007","G053","2009"
2009,"State",2,1,"No",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Plantation",NA,NA,8,NA,280,7,"G054","S007","G054","2009"
2009,"State",2,1,"No",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Plantation",NA,NA,8,NA,307,7,"G055","S007","G055","2009"
2009,"State",2,2,"No",1,"SB","U","U",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Plantation",NA,NA,2,0,248,7,"G056","S007","G056","2009"
2009,"State",2,1,"No",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Plantation",NA,NA,8,NA,396,7,"G068","S007","G068","2009"
2009,"State",2,2,"Yes",3,"BP","U","U","Yes",NA,NA,"Yes",NA,"Yes",NA,"No","Yes",2,"Yes","At ringing",2,7,"Plantation",NA,NA,7,1,274,7,"G072","S007","G072","2009"
2009,"State",2,2,"Yes",3,"BP","U","U","Yes",NA,NA,"Yes",NA,"Yes",NA,"No","No",0,"Yes","Specific check for fledging",3,7,"Plantation",NA,NA,7,1,312,7,"G092","S007","G092","2009"
2009,"State",2,2,"No",1,"SB","U","U","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Plantation",NA,NA,2,0,372,7,"G103","S007","G103","2009"
2009,"State",2,2,"No",1,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Plantation",NA,NA,1,NA,216,7,"G143","S007","G143","2009"
2009,"State",2,2,"No",2,"BP","U","U","Yes",NA,NA,"Yes",NA,"Yes",NA,"No","Yes",4,"Yes","At ringing",4,7,"Plantation",NA,NA,7,1,293,7,"G145","S007","G145","2009"
2009,"State",2,2,"No",2,"SB","U","U","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Plantation",NA,NA,2,0,333,7,"G152","S007","G152","2009"
2009,"State",2,2,"No",1,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Plantation",NA,NA,8,NA,259,7,"G156","S007","G156","2009"
2009,"State",2,2,"Yes",1,"SB","U","U","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Plantation",NA,NA,2,0,168,7,"G157","S007","G157","2009"
2009,"State",2,1,"No",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Plantation",NA,NA,8,NA,309,7,"G178","S007","G178","2009"
2009,"State",2,1,"No",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Plantation",NA,NA,8,NA,262,7,"G179","S007","G179","2009"
2010,"State",24,24,"Yes",NA,"BP","U","U","Yes",NA,NA,"Yes",3,"Yes",3,"No","Yes",3,"Yes","At ringing",3,7,"Plantation and rough grassland",NA,NA,7,1,231,6,"G001","S003","G001","2010"
2010,"State",33,33,"No",NA,"BP","U","U","Yes",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,0,4,"Plantation",NA,NA,4,0,325,6,"G002","S003","G002","2010"
2010,"State",37,37,"No",NA,"BP","U","U","Yes",NA,NA,"Yes",NA,"No",0,NA,NA,NA,NA,NA,0,4,"Plantation",NA,NA,4,0,246,6,"G004","S003","G004","2010"
2010,"Private",17,17,"Yes",NA,"BP","U","U","Yes",NA,NA,"Yes",NA,"Yes",NA,"No","Yes",2,"Yes",NA,2,7,"Plantation",NA,NA,7,1,212,6,"G005","S004","G005","2010"
2010,"Private",17,17,"No",NA,"BP","U","U","Yes",NA,NA,"Yes",NA,"Yes",NA,"No","Yes",4,"Yes",NA,4,7,"Plantation",NA,NA,7,1,343,6,"G006","S004","G006","2010"
2010,"State",24,24,"No",NA,"BP","U","U","Yes",NA,NA,"Yes",2,"Yes",2,"No","Yes",2,"Yes","At ringing",2,7,NA,NA,NA,7,1,277,6,"G009","S003","G009","2010"
2010,"Private",27,27,"Yes",NA,"BP","U","U","Yes","Sitka",NA,"Yes",NA,"Yes",NA,"No","Yes",3,"Yes",NA,3,7,"Plantation",NA,NA,7,1,243,6,"G012","S004","G012","2010"
2010,"Private",37,32,"No",NA,"BP","U","U","Yes",NA,NA,"Yes",NA,"No",NA,"No",NA,NA,NA,NA,0,4,"Plantation","Disturbance due to tree harvesting",NA,4,0,212,6,"G013","S004","G013","2010"
2010,"State",8,7,"Yes",NA,"BP","U","U","Yes",NA,NA,"Yes",NA,"No",0,NA,NA,NA,NA,NA,0,4,"Plantation",NA,NA,4,0,357,6,"G015","S003","G015","2010"
2010,"State",30,30,"No",NA,"BP","U","U","Yes",NA,NA,"Yes",NA,"No",0,NA,NA,NA,NA,NA,0,4,"Plantation",NA,NA,4,0,280,6,"G016","S003","G016","2010"
2010,"Private",22,5,"No",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,55,6,"G019","S004","G019","2010"
2010,"Private",27,27,"Yes",NA,"BP","U","U","Yes",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plantation",NA,"Outcome not known",NA,NA,209,6,"G020","S004","G020","2010"
2010,"State",4,4,"Yes",NA,"SB","U","U","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Plantation",NA,NA,2,0,290,6,"G021","S003","G021","2010"
2010,"Private",27,27,"No",NA,"BP","U","U",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plantation",NA,NA,NA,NA,336,6,"G023","S004","G023","2010"
2010,"Private",22,5,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,8,NA,147,6,"G036","S004","G036","2010"
2010,"State",9,9,"Yes",NA,"BP","U","U","Yes",NA,NA,"Yes",NA,"No",0,NA,NA,NA,NA,NA,0,4,"Plantation",NA,NA,4,0,250,6,"G042","S003","G042","2010"
2010,"State",28,28,"No",NA,"BP","U","U","Yes",NA,NA,"Yes",2,"Yes",2,"No","Yes",2,"Yes","At ringing",2,7,"Plantation and rough grassland",NA,NA,7,1,268,6,"G049","S003","G049","2010"
2010,"State",24,24,"No",NA,"BP","U","U","Yes",NA,NA,"No",0,NA,NA,NA,NA,NA,NA,NA,0,3,"Plantation",NA,NA,3,0,238,6,"G050","S003","G050","2010"
2010,"Private",17,17,"No",NA,"BP","U","U","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Plantation",NA,NA,2,0,348,6,"G058","S004","G058","2010"
2010,"Private",22,22,"Yes",NA,"BP","U","U","Yes",NA,NA,"Yes",NA,"Yes",NA,"No","Yes",1,"Yes",NA,1,7,NA,NA,NA,7,1,250,6,"G064","S004","G064","2010"
2010,"State",2,2,"No",NA,"BP","U","U","Yes",NA,NA,"No",0,NA,NA,NA,NA,NA,NA,NA,0,3,"Plantation",NA,NA,3,0,265,6,"G069","S003","G069","2010"
2010,"Private",22,5,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Plantation and rough grassland",NA,NA,8,NA,275,6,"G070","S004","G070","2010"
2010,"State",24,24,"No",NA,"BP","U","U","Yes",NA,NA,"Yes",2,"Yes",2,"No","Yes",2,"Yes","At ringing",2,7,NA,NA,NA,7,1,284,6,"G073","S003","G073","2010"
2010,"State",29,29,"No",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Plantation and rough grassland",NA,NA,1,NA,229,6,"G074","S003","G074","2010"
2010,"State",24,24,"No",NA,"BP","U","U","Yes",NA,NA,"Yes",3,"Yes",3,"No","Yes",3,"Yes","At ringing",3,7,"Plantation and rough grassland",NA,NA,7,1,294,6,"G077","S003","G077","2010"
2010,"State",38,38,"No",NA,"BP","U","U","Yes",NA,NA,"No",0,NA,NA,NA,NA,NA,NA,NA,0,3,"Plantation",NA,NA,3,0,288,6,"G080","S003","G080","2010"
2010,"State",8,8,"Yes",NA,"BP","U","U","Yes",NA,NA,"Yes",1,"Yes",1,"No","Yes",1,"Yes","At ringing",1,7,"Plantation and rough grassland",NA,NA,7,1,278,6,"G084","S003","G084","2010"
