"Year","Ownership","Territory.Age","Territory.Search.Time","Territory.Search.Effort","Number.of.Visits","Birds.Present","Age.of.Female","Age.of.Male","Nest.Built.Up.","Nest.Tree.Species","Nest.Height..m.","Eggs.laid.","Number.of.Eggs","Eggs.hatched.","Number.of.Eggs.Hatched","Young.chicks.fail.","Chicks.ringed.","Number.of.chicks.ringed","Fledged.","When.did.you.check.fledging.","Number.of.Chicks.Fledged","S.Petty.Breeding.Code","Dominant.Surrounding.Habitat","Reasons.for.Nest.Failure","Comments","S.Petty_F","Breeding.Success","Elevation","Rain_con","Site.Code","Surveyor_A","Site.code.f","Year_f"
2016,"Private",28,18,"No",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Plantation",NA,NA,8,NA,134,6,"G138","S004","G138","2016"
2016,"Private",1,1,"Yes",3,"BP","U","U","Yes","Sitka",NA,"Yes",NA,"Yes",NA,"No","Yes",2,"Yes",NA,2,7,"Plantation",NA,NA,7,1,224,6,"G139","S004","G139","2016"
2016,"Private",28,28,"Yes",4,"BP","U","U","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plantation","Not known",NA,NA,NA,303,6,"G140","S004","G140","2016"
2016,"Private",2,3,"Yes",5,"SB",NA,"A","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Moorland and farmland",NA,"Single record of a male goshawk soaring over the forest in early spring but no further concrete sign (LEO pluck found).",2,0,346,6,"G141","S005","G141","2016"
2016,"State",33,33,"No",2,"BP","U","U","Yes","Sitka",15,"No",0,NA,NA,NA,NA,NA,NA,NA,0,3,"Plantation",NA,NA,3,0,342,6,"G142","S003","G142","2016"
2016,"Private",33,33,"No",1,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Plantation",NA,NA,1,NA,332,6,"G146","S004","G146","2016"
2016,"State",33,33,"Yes",1,"BP","U","U","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Plantation",NA,NA,2,0,223,6,"G147","S004","G147","2016"
2016,"Private",28,28,"No",1,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Plantation",NA,NA,1,NA,221,6,"G148","S004","G148","2016"
2016,"Private",6,6,"No",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Plantation",NA,NA,8,NA,365,6,"G149","S004","G149","2016"
2016,"Private",4,4,"Yes",4,"BP","U","U","Yes","Sitka",NA,"Yes",NA,"Yes",NA,"No","Yes",2,"Yes",NA,2,7,"Plantation",NA,NA,7,1,189,6,"G150","S004","G150","2016"
2016,"Private",28,28,"Yes",3,"BP","U","U","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Plantation",NA,NA,2,0,199,6,"G151","S004","G151","2016"
2016,"State",3,2,"No",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Plantation",NA,NA,8,NA,205,6,"G158","S001","G158","2016"
2016,"Private",28,28,"Yes",2,"BP","U","U","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Arable  farmland",NA,NA,2,0,186,6,"G161","S004","G161","2016"
2016,"Private",1,1,"No",1,"SB","U","U","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Plantation",NA,NA,2,0,520,6,"G163","S006","G163","2016"
2016,"State",14,14,"Yes",2,"BP","U","U","Yes","Sitka",12,"Yes",NA,"No",0,NA,NA,NA,NA,NA,0,4,"Plantation and rough grassland","Gamekeeping activity","Keep failing at egg stage",4,0,291,6,"G165","S003","G165","2016"
2016,"State",13,13,"Yes",2,"BP","U","U","Yes","Sitka",21,"Yes",NA,"No",0,NA,NA,NA,NA,NA,0,4,"Plantation and rough grassland",NA,NA,4,0,195,6,"G166","S003","G166","2016"
2016,"State",4,4,"Yes",2,"BP","U","U","Yes","Sitka",12,"No",0,NA,NA,NA,NA,NA,NA,NA,0,3,"Plantation and rough grassland",NA,NA,3,0,259,6,"G169","S003","G169","2016"
2016,"State",5,5,"Yes",3,"BP","U","U","Yes","Larch",18,"No",0,NA,NA,NA,NA,NA,NA,NA,0,3,"Plantation",NA,"On top of old buzzard nest",3,0,247,6,"G171","S003","G171","2016"
2016,"State",33,33,"No",1,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Plantation",NA,NA,1,NA,202,6,"G173","S004","G173","2016"
2016,"State",44,44,"No",3,"BP","A","U","Yes","Sitka",12,"Yes",NA,"Yes",NA,"No","Yes",1,"Yes","At ringing",1,7,"Plantation and Moorland",NA,NA,7,1,417,6,"G174","S003","G174","2016"
2016,"State",9,9,"Yes",1,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Plantation",NA,NA,1,NA,298,6,"G040","S007","G040","2016"
2016,"State",9,9,"Yes",2,"BP","A","A","Yes",NA,NA,"Yes",NA,"Yes",NA,"No","Yes",2,"Yes","At ringing",2,7,"Plantation",NA,NA,7,1,227,6,"G018","S007","G018","2016"
2016,"State",9,8,"No",2,"SB","A","A","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Plantation",NA,NA,2,0,290,6,"G027","S007","G027","2016"
2016,"State",7,7,"No",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Plantation",NA,NA,8,NA,275,6,"G029","S007","G029","2016"
2016,"State",9,8,"No",3,"BP","A","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plantation",NA,NA,NA,NA,438,6,"G030","S007","G030","2016"
2016,"State",9,9,"Yes",3,"BP","A","A","Yes",NA,NA,"Yes",NA,"Yes",NA,"No","Yes",3,NA,"At ringing",3,7,"Plantation",NA,NA,7,1,390,6,"G037","S007","G037","2016"
2016,"State",1,1,"Yes",1,"BP","A","A","Yes",NA,NA,"Yes",NA,"Yes",NA,"No","No",0,"Yes","Specific check for fledging",2,7,"Plantation",NA,NA,7,1,445,6,"G038","S007","G038","2016"
2016,"State",9,8,"No",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Plantation",NA,NA,8,NA,248,6,"G045","S007","G045","2016"
2016,"State",9,9,"Yes",2,"BP","A","A","Yes",NA,NA,"Yes",NA,"Yes",NA,"No","Yes",2,"Yes","At ringing",2,7,"Plantation",NA,NA,7,1,228,6,"G046","S007","G046","2016"
2016,"State",9,8,"No",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Plantation",NA,NA,8,NA,314,6,"G047","S007","G047","2016"
2016,"State",9,9,"Yes",3,"SB","A","A","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Plantation",NA,NA,2,0,367,6,"G048","S007","G048","2016"
2016,"State",9,9,"Yes",1,"BP","A","A","Yes",NA,NA,"Yes",NA,"Yes",NA,"No","Yes",1,"Yes","At ringing",1,7,"Plantation",NA,NA,7,1,270,6,"G052","S007","G052","2016"
2016,"State",9,9,"Yes",1,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Plantation",NA,NA,1,NA,255,6,"G053","S007","G053","2016"
2016,"State",9,6,"No",2,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Plantation",NA,NA,1,NA,280,6,"G054","S007","G054","2016"
2016,"State",9,8,"No",2,"BP","A","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plantation",NA,NA,NA,NA,307,6,"G055","S007","G055","2016"
2016,"State",9,8,"No",1,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Plantation",NA,NA,1,NA,248,6,"G056","S007","G056","2016"
2016,"State",2,2,"Yes",3,"BP","A","A","Yes",NA,NA,"Yes",NA,"Yes",NA,"No","No",0,"Yes","Specific check for fledging",2,7,"Plantation",NA,NA,7,1,387,6,"G065","S007","G065","2016"
2016,"State",9,7,"No",3,"BP","A","A","Yes",NA,NA,"Yes",NA,"Yes",NA,"No","Yes",3,"Yes","At ringing",3,7,"Plantation",NA,NA,7,1,411,6,"G068","S007","G068","2016"
2016,"State",9,9,"Yes",1,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Plantation",NA,NA,1,NA,274,6,"G072","S007","G072","2016"
2016,"State",9,9,"Yes",2,"BP","A","A","Yes",NA,NA,"Yes",NA,"Yes",NA,"No","Yes",1,"Yes","At ringing",1,7,"Plantation",NA,NA,7,1,336,6,"G092","S007","G092","2016"
2016,"State",9,7,"No",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Plantation",NA,NA,8,NA,372,6,"G103","S007","G103","2016"
2016,"State",9,8,"No",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Plantation",NA,NA,8,NA,287,6,"G145","S007","G145","2016"
2016,"State",9,8,"No",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Plantation",NA,NA,8,NA,353,6,"G152","S007","G152","2016"
2016,"State",9,8,"No",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Plantation",NA,NA,8,NA,259,6,"G154","S007","G154","2016"
2016,"State",9,9,"Yes",1,"BP","A","A","Yes",NA,NA,"Yes",NA,"Yes",NA,"No","Yes",3,"Yes","At ringing",3,7,"Plantation",NA,NA,7,1,126,6,"G155","S007","G155","2016"
2016,"State",9,6,"No",2,"SB","A","A","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Plantation",NA,NA,2,0,309,6,"G176","S007","G176","2016"
2016,"State",9,6,"No",2,"BP","A","A","Yes",NA,NA,"Yes",NA,"Yes",NA,"Yes",NA,NA,NA,NA,0,5,"Plantation",NA,NA,5,0,262,6,"G177","S007","G177","2016"
2017,"State",31,31,"Yes",3,"BP","A","U","Yes","Sitka",20,"Yes",NA,"Yes",NA,"No","Yes",2,"Yes","At ringing",2,7,"Plantation and rough grassland",NA,NA,7,1,231,9,"G001","S003","G001","2017"
2017,"State",40,40,"No",4,"BP","U","U","Yes","Sitka",15,"No",NA,NA,NA,NA,NA,NA,NA,NA,0,3,"Plantation",NA,NA,3,0,325,9,"G002","S003","G002","2017"
2017,"State",7,7,"Yes",NA,"BP","A","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plantation",NA,NA,NA,NA,115,9,"G003","S001","G003","2017"
2017,"Private",24,24,"Yes",4,"BP","U","U","Yes","Larch",NA,"Yes",NA,"Yes",NA,"No","Yes",3,"Yes",NA,3,7,"Plantation",NA,NA,7,1,212,9,"G005","S004","G005","2017"
2017,"Private",24,24,"No",1,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Plantation",NA,NA,1,NA,343,9,"G006","S004","G006","2017"
2017,"Private",34,34,"Yes",3,"BP","U","U","Yes","Norway",NA,"Yes",NA,"Yes",NA,"No","Yes",3,"Yes",NA,3,7,"Plantation",NA,NA,7,1,240,9,"G012","S004","G012","2017"
2017,"Private",44,39,"No",4,"BP","U","U","Yes","Scots Pine",NA,"Yes",NA,"No",NA,NA,NA,NA,NA,NA,0,4,"Plantation","Tree felling next to nest",NA,4,0,191,9,"G013","S004","G013","2017"
2017,"State",15,14,"Yes",2,"BP","A","U","Yes","Sitka",15,"Yes",NA,"Yes",NA,"No","No",0,"Yes","Specific check for fledging",2,7,"Plantation",NA,NA,7,1,357,9,"G015","S003","G015","2017"
2017,"Private",29,12,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,8,NA,55,9,"G019","S004","G019","2017"
2017,"Private",34,34,"Yes",3,"BP","U","U","Yes","Scots Pine",NA,"Yes",NA,"Yes",NA,"No","Yes",3,"Yes",NA,3,7,"Plantation",NA,NA,7,1,224,9,"G020","S004","G020","2017"
2017,"Private",34,34,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Plantation",NA,NA,8,NA,336,9,"G023","S004","G023","2017"
2017,"State",1,1,"Yes",1,"BP","U","U","Yes","Sitka",15,"Yes",NA,"Yes",NA,"No","No",0,"Yes","Specific check for fledging",2,7,"Plantation and rough grassland",NA,NA,7,1,259,9,"G025","S003","G025","2017"
2017,"State",7,7,"Yes",2,"BP","U","U","Yes","Larch",18,"No",NA,NA,NA,NA,NA,NA,NA,NA,0,3,"Plantation",NA,NA,3,0,334,9,"G026","S003","G026","2017"
2017,"Private",5,5,"Yes",4,"BP","A","1","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Mixed moorland and upland farmland",NA,NA,2,0,276,9,"G032","S005","G032","2017"
2017,"State",7,4,"No",NA,"BP","A","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plantation",NA,NA,NA,NA,380,9,"G033","S001","G033","2017"
2017,"State",11,11,"Yes",1,"BP","U","U","Yes","Sitka",18,"Yes",NA,"Yes",NA,"No","No",0,"Yes","Specific check for fledging",2,7,"Plantation",NA,NA,7,1,310,9,"G034","S003","G034","2017"
2017,"Private",29,12,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,8,NA,147,9,"G036","S004","G036","2017"
2017,"State",4,4,"Yes",1,"BP","1","U","Yes","Sitka",15,"Yes",NA,"Yes",NA,"No","No",0,"Yes","Specific check for fledging",3,7,"Plantation and Moorland",NA,NA,7,1,286,9,"G041","S003","G041","2017"
2017,"State",16,16,"Yes",1,"SB","U","U","Yes","Sitka",15,"No",NA,NA,NA,NA,NA,NA,NA,NA,0,3,"Plantation",NA,"Unknown sex built up but no other bird",3,0,254,9,"G042","S003","G042","2017"
2017,"State",10,8,"Yes",3,"SB","U","U","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Plantation and Moorland",NA,NA,2,0,410,9,"G043","S003","G043","2017"
2017,"State",35,35,"No",3,"BP","U","U","Yes","Larch",24,"Yes",NA,"Yes",NA,"Yes",NA,NA,NA,NA,0,5,"Plantation and rough grassland",NA,NA,5,0,249,9,"G049","S003","G049","2017"
2017,"State",31,31,"No",3,"BP","A","U","Yes","Sitka",18,"Yes",NA,"Yes",NA,"No","No",0,"Yes","Specific check for fledging",1,7,"Plantation",NA,NA,7,1,238,9,"G050","S003","G050","2017"
2017,"Private",24,24,"No",1,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Plantation",NA,NA,1,NA,336,9,"G058","S004","G058","2017"
2017,"Private",1,1,"Yes",4,"BP","U","U","Yes","Larch",NA,"Yes",NA,"Yes",NA,"No","Yes",2,"Yes",NA,2,7,"Plantation","Probable altenative site to Rashiegrain which has been clear-felled",NA,7,1,262,9,"G059","S004","G059","2017"
2017,"State",1,1,"Yes",NA,"BP","1","A","Yes","Sitka",NA,"Yes",NA,"Yes",NA,"No","Yes",2,"Yes",NA,2,7,"Plantation",NA,NA,7,1,208,9,"G062","S001","G062","2017"
2017,"Private",29,29,"Yes",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,8,NA,250,9,"G064","S004","G064","2017"
2017,"Private",29,12,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Plantation and rough grassland",NA,NA,8,NA,275,9,"G070","S004","G070","2017"
2017,"State",36,36,"No",2,"BP","U","U","Yes","Norway",18,"Yes",NA,"No",NA,NA,NA,NA,NA,NA,0,4,"Plantation and rough grassland",NA,NA,4,0,222,9,"G074","S003","G074","2017"
2017,"State",20,20,"Yes",3,"BP","U","U","Yes","Sitka",25,"Yes",NA,"Yes",NA,"No","No",0,"Yes","Specific check for fledging",2,7,"Plantation",NA,NA,7,1,291,9,"G076","S003","G076","2017"
2017,"Private",4,4,"Yes",6,"SB","U","U","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Plantation",NA,NA,2,0,284,9,"G078","S006","G078","2017"
2017,"Private",0,4,"Yes",3,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Plantation",NA,NA,1,NA,174,9,"G079","S006","G079","2017"
2017,"State",45,45,"No",3,"BP","A","A","Yes","Larch",18,"Yes",NA,"Yes",NA,"No","No",0,"Yes","Specific check for fledging",2,7,"Plantation",NA,NA,7,1,303,9,"G080","S003","G080","2017"
2017,"Private",0,3,"Yes",2,"BP","U","U","Yes",NA,NA,"Yes",NA,"Yes",NA,"No","No",0,"Yes","Specific check for fledging",1,7,"Plantation",NA,NA,7,1,239,9,"G081","S006","G081","2017"
2017,"Private",1,3,"Yes",5,"SB","U","U","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Plantation",NA,NA,2,0,309,9,"G082","S006","G082","2017"
2017,"State",9,9,"Yes",2,"SB",NA,"1","Yes","Larch",15,"No",0,NA,NA,NA,NA,NA,NA,NA,0,3,"Plantation",NA,"On top of old buzzard nest",3,0,220,9,"G085","S003","G085","2017"
2017,"Private",18,18,"Yes",5,"BP","U","U","Yes","Douglas Fir",23,"Yes",NA,"Yes",NA,"No","No",0,"Yes","Specific check for fledging",2,7,"Moorland and rough grassland",NA,NA,7,1,153,9,"G088","S002","G088","2017"
2017,"State",27,27,"No",2,"BP","1","U","Yes","Sitka",24,"Yes",NA,"No",0,NA,NA,NA,NA,NA,0,4,"Plantation and rough grassland","Buzzard nest nearby?",NA,4,0,303,9,"G090","S003","G090","2017"
2017,"State",37,37,"No",5,"BP","U","U","Yes","Sitka",18,"Yes",NA,"Yes",NA,"No","Yes",2,"Yes","At ringing",2,7,"Plantation",NA,NA,7,1,350,9,"G091","S003","G091","2017"
2017,"Private",0,3,"Yes",3,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Plantation",NA,NA,1,NA,227,9,"G093","S006","G093","2017"
2017,"State",16,16,"Yes",1,"BP","U","U","Yes",NA,NA,"Yes",NA,"Yes",NA,"No","No",0,"Yes","Specific check for fledging",1,7,"Plantation",NA,NA,7,1,267,9,"G095","S003","G095","2017"
2017,"State",15,15,"Yes",2,"BP","U","U","Yes","Sitka",20,"Yes",NA,"No",0,NA,NA,NA,NA,NA,0,4,"Plantation",NA,NA,4,0,320,9,"G097","S003","G097","2017"
2017,"Private",3,3,"Yes",3,"SB","U","U","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Plantation",NA,NA,2,0,308,9,"G099","S006","G099","2017"
2017,"Private",3,3,"Yes",3,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Plantation",NA,NA,1,NA,315,9,"G100","S006","G100","2017"
2017,"State",19,19,"No",3,"BP","U","U","Yes","Larch",18,"Yes",NA,"Yes",NA,"No","Yes",3,"Yes","At ringing",3,7,"Plantation",NA,NA,7,1,271,9,"G101","S003","G101","2017"
2017,"Private",9,9,"Yes",4,"BP","U","U","Yes","Douglas Fir",20,"Yes",NA,"Yes",2,"No","No",0,"Yes","Specific check for fledging",1,7,"Plantation and moorland",NA,NA,7,1,146,9,"G102","S002","G102","2017"
2017,"Private",34,34,"Yes",2,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Plantation",NA,NA,1,NA,291,9,"G104","S004","G104","2017"
2017,"Private",29,12,"No",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,8,NA,199,9,"G106","S004","G106","2017"
2017,"State",7,7,"Yes",NA,"SB","A",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Plantation",NA,NA,2,0,39,9,"G109","S001","G109","2017"
2017,"State",8,8,"Yes",4,"BP","U","U","Yes","Sitka",24,"Yes",NA,"Yes",NA,"Yes",NA,NA,NA,NA,0,5,"Plantation and Moorland",NA,NA,5,0,404,9,"G110","S003","G110","2017"
2017,"Private",29,29,"No",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Plantation",NA,NA,8,NA,185,9,"G112","S004","G112","2017"
2017,"Private",29,29,"Yes",4,"BP","U","U","Yes","Scots Pine",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plantation","Not known",NA,NA,NA,156,9,"G113","S004","G113","2017"
2017,"State",1,1,"Yes",NA,"BP","A","A","Yes","Sitka",NA,"Yes",NA,"Yes",NA,"no","Yes",2,"Yes",NA,2,7,"Plantation",NA,NA,7,1,396,9,"G114","S001","G114","2017"
2017,"Private",29,29,"Yes",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Plantation",NA,NA,8,NA,245,9,"G115","S004","G115","2017"
2017,"Private",29,29,"Yes",4,"BP","U","U","Yes","Sitka",NA,"Yes",NA,"Yes",NA,"No","Yes",1,"Yes",NA,1,7,"Plantation",NA,NA,7,1,207,9,"G116","S004","G116","2017"
2017,"Private",6,6,"Yes",3,"BP","U","U","Yes","Sitka",NA,"Yes",NA,"Yes",NA,"No","Yes",1,"Yes",NA,1,7,"Upland farmland",NA,NA,7,1,262,9,"G118","S004","G118","2017"
2017,"Private",34,34,"Yes",4,"BP","U","U","Yes","Larch",NA,"Yes",NA,"Yes",NA,"No","Yes",4,"Yes",NA,4,7,"Plantation",NA,NA,7,1,172,9,"G119","S004","G119","2017"
2017,"Private",29,19,"No",1,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,186,9,"G122","S004","G122","2017"
2017,"Private",5,5,"Yes",2,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Upland farmland",NA,NA,1,NA,251,9,"G123","S004","G123","2017"
2017,"State",10,10,"No",3,"BP","U","U","Yes","Sitka",15,"Yes",NA,"Yes",NA,"No","No",0,"Yes","Specific check for fledging",1,7,"Plantation and Moorland",NA,NA,7,1,364,9,"G124","S003","G124","2017"
2017,"Private",3,3,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,8,NA,209,9,"G128","S004","G128","2017"
2017,"Private",34,34,"No",1,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Plantation",NA,NA,1,NA,298,9,"G129","S004","G129","2017"
2017,"Private",2,2,"Yes",1,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Plantation",NA,NA,1,NA,297,9,"G130","S006","G130","2017"
2017,"State",7,7,"Yes",NA,"BP","A","A","Yes","Lodgepoll",NA,"Yes",3,"Yes",3,"No","Yes",2,"Yes",NA,2,7,"Plantation",NA,NA,7,1,26,9,"G131","S001","G131","2017"
2017,"Private",4,4,"Yes",5,"BP","U","U","Yes","Larch",NA,"Yes",NA,"Yes",NA,"No","No",0,"Yes","Specific check for fledging",2,7,"Plantation",NA,NA,7,1,196,9,"G133","S006","G133","2017"
2017,"Private",29,19,"No",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Plantation",NA,NA,8,NA,134,9,"G138","S004","G138","2017"
2017,"Private",2,2,"Yes",3,"BP","U","U","Yes","Sitka",NA,"Yes",NA,"Yes",NA,"No","Yes",3,"Yes",NA,3,7,"Plantation",NA,NA,7,1,224,9,"G139","S004","G139","2017"
2017,"Private",29,29,"Yes",3,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Plantation",NA,NA,1,NA,303,9,"G140","S004","G140","2017"
2017,"Private",3,4,"Yes",5,"SB",NA,"U","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Moorland and farmland",NA,"Two records of an adult male in the forest in early spring but no display noted.",2,0,346,9,"G141","S005","G141","2017"
2017,"State",34,34,"No",3,"BP","1","U","Yes","Sitka",15,"Yes",NA,"Yes",NA,"No","Yes",1,"Yes","At ringing",1,7,"Plantation",NA,NA,7,1,342,9,"G142","S003","G142","2017"
2017,"Private",34,34,"No",1,"BP","U","U","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Plantation",NA,NA,2,0,332,9,"G146","S004","G146","2017"
2017,"State",34,34,"Yes",2,"BP","U","U","Yes","Larch",NA,"Yes",NA,"Yes",NA,"No","Yes",2,"Yes",NA,2,7,"Plantation",NA,NA,7,1,223,9,"G147","S004","G147","2017"
2017,"Private",29,29,"No",1,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Plantation",NA,NA,1,NA,221,9,"G148","S004","G148","2017"
2017,"Private",7,7,"No",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Plantation",NA,NA,8,NA,365,9,"G149","S004","G149","2017"
2017,"Private",5,5,"Yes",3,"SB","U","U","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"Plantation",NA,NA,2,0,189,9,"G150","S004","G150","2017"
2017,"Private",29,29,"Yes",4,"BP","U","U","Yes","Scots Pine",NA,"Yes",NA,"Yes",NA,"No","Yes",3,"Yes",NA,3,7,"Plantation",NA,NA,7,1,199,9,"G151","S004","G151","2017"
2017,"State",4,2,"No",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Plantation",NA,NA,8,NA,205,9,"G158","S001","G158","2017"
2017,"State",1,1,"Yes",NA,"BP","2","A","Yes","Sitka",NA,"Yes",NA,"Yes",NA,"No","Yes",2,"No",NA,0,6,"Plantation",NA,NA,6,0,137,9,"G159","S001","G159","2017"
2017,"Private",29,29,"Yes",1,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Arable  farmland",NA,NA,1,NA,186,9,"G161","S004","G161","2017"
2017,"Private",2,2,"No",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Plantation",NA,NA,8,NA,520,9,"G163","S006","G163","2017"
2017,"State",15,15,"Yes",2,"BP","U","U","Yes","Sitka",12,"Yes",NA,"No",0,NA,NA,NA,NA,NA,0,4,"Plantation and rough grassland","Gamekeeping activity","Keep failing at egg stage",4,0,291,9,"G165","S003","G165","2017"
2017,"State",14,14,"Yes",3,"BP","A","U","Yes","Sitka",21,"Yes",NA,"Yes",NA,"No","Yes",3,"Yes","At ringing",3,7,"Plantation and rough grassland",NA,NA,7,1,195,9,"G166","S003","G166","2017"
2017,"State",6,6,"Yes",3,"BP","A","A","Yes","Larch",18,"Yes",NA,"No",0,NA,NA,NA,NA,NA,0,4,"Plantation",NA,"On top of old buzzard nest",4,0,247,9,"G171","S003","G171","2017"
