Year,Surveyor,Site.Name,Site.Code,Ownership,Territory.Age,Territory.Search.Time,Territory.Search.Effort,Number.of.Visits,Grid.Reference,Latitude,Longitude,County,Birds.Present,Age.of.Female,Age.of.Male,Nest.Built.Up.,Nest.Tree.Species,Nest.Height..m.,Eggs.laid.,Number.of.Eggs,Eggs.hatched.,Number.of.Eggs.Hatched,Young.chicks.fail.,Chicks.ringed.,Number.of.chicks.ringed,Fledged.,When.did.you.check.fledging.,Number.of.Chicks.Fledged,S.Petty.Breeding.Code,Dominant.Surrounding.Habitat,Reasons.for.Nest.Failure,Comments,S.Petty_F,Breeding.Success,Elevation,Rain_con,Year_f,Site_f,rad_10km_dens,Elevation_cat,Elevation_cat_f,Surveyor_f,rad_10km_pers,Ownership_f,rad_10km_pens
1989,MD,English Kershope,G054,State,9,9,No,NA,NY527841,55.148969,-2.7437031,CMBR,BP,U,U,Yes,NA,NA,No,0,NA,NA,NA,NA,NA,NA,NA,0,3,NA,NA,NA,3,0,265,4,1989,English Kershope,2,Low,Low,MD,0,State,0
1989,MD,Greeneyes,G070,State,8,8,No,NA,NY745897,55.200896,-2.402169,NBLD,BP,U,U,Yes,NA,NA,Yes,2,Yes,2,No,No,0,Yes,NA,2,7,Plantation and rough grassland,NA,NA,7,1,289,4,1989,Greeneyes,6,Low,Low,MD,0,State,3
1989,MD,Grindon Hill,G072,State,3,3,No,NA,NY709735,55.055129,-2.4570595,NBLD,BP,U,U,Yes,NA,NA,Yes,3,Yes,3,No,No,0,Yes,NA,3,7,Plantation and rough grassland,NA,NA,7,1,261,4,1989,Grindon Hill,3,Low,Low,MD,0,State,5
1989,MD,Harriett's Linn,G074,State,17,17,No,NA,NY620885,55.189308,-2.598383,NBLD,BP,U,U,Yes,NA,NA,Yes,3,Yes,NA,No,No,0,Yes,NA,2,7,Plantation,NA,NA,7,1,293,4,1989,Harriett's Linn,5,Low,Low,MD,0,State,1
1989,MD,Hindhopeburn,G084,State,9,9,No,NA,NT772001,55.294479,-2.3605961,NBLD,BP,U,U,Yes,NA,NA,Yes,4,Yes,NA,No,No,0,Yes,NA,3,7,Plantation,NA,NA,7,1,244,4,1989,Hindhopeburn,3,Low,Low,MD,0,State,3
1989,MD,Liddlepark,G098,State,9,9,No,NA,NY478767,55.081986,-2.8192163,CMBR,BP,U,U,Yes,NA,NA,Yes,4,Yes,NA,No,No,0,Yes,NA,2,7,Plantation and rough grassland,NA,NA,7,1,176,4,1989,Liddlepark,2,Low,Low,MD,0,State,5
1989,MD,Pundershaw,G118,State,9,9,No,NA,NY769806,55.119245,-2.3637184,NBLD,BP,U,U,Yes,NA,NA,Yes,4,Yes,NA,No,No,0,Yes,NA,2,7,Plantation and rough grassland,NA,NA,7,1,283,4,1989,Pundershaw,4,Low,Low,MD,1,State,3
1989,MD,Rooken,G125,State,1,1,No,NA,NY800966,55.263152,-2.3162528,NBLD,BP,U,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA,NA,NA,2,0,260,4,1989,Rooken,4,Low,Low,MD,0,State,1
1989,MD,Spithope,G133,State,6,6,No,NA,NY766045,55.333987,-2.3704132,NBLD,BP,U,U,Yes,NA,NA,Yes,4,Yes,NA,No,No,0,Yes,NA,3,7,Plantation,NA,NA,7,1,307,4,1989,Spithope,2,Low,Low,MD,0,State,10
1989,MD,Wainhope,G155,State,3,3,Yes,NA,NY662922,55.22286,-2.5328637,NBLD,BP,U,U,Yes,NA,NA,No,0,NA,NA,NA,NA,NA,NA,NA,0,3,NA,NA,NA,3,0,265,4,1989,Wainhope,5,Low,Low,MD,1,State,1
1989,MD,Woody Crag,G165,State,17,17,No,NA,NY652961,55.257833,-2.5490654,NBLD,BP,U,U,Yes,NA,NA,Yes,4,Yes,NA,No,No,0,Yes,NA,3,7,Plantation and Moorland,NA,NA,7,1,239,4,1989,Woody Crag,4,Low,Low,MD,0,State,2
1990,MD,Allerybank,G001,State,4,4,Yes,NA,NY752832,55.142525,-2.3905998,NBLD,BP,U,U,Yes,NA,NA,No,0,NA,NA,NA,NA,NA,NA,NA,0,3,Plantation and rough grassland,NA,NA,3,0,168,8,1990,Allerybank,5,Low,Low,MD,0,State,1
1990,MD,Archie's Rigg,G002,State,13,13,No,NA,NY705832,55.142266,-2.4643305,NBLD,BP,U,U,Yes,NA,NA,Yes,4,Yes,NA,NA,No,0,Yes,NA,3,7,Plantation,NA,NA,7,1,301,8,1990,Archie's Rigg,5,Low,Low,MD,0,State,4
1990,MD,Bellingburn,G009,State,3,3,No,NA,NY713892,55.196227,-2.4523911,NBLD,BP,U,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA,NA,NA,2,0,210,8,1990,Bellingburn,5,Low,Low,MD,0,State,5
1990,MD,Bell's Flow,G010,State,4,4,No,NA,NY774733,55.053671,-2.3552967,NBLD,BP,U,U,Yes,NA,NA,Yes,NA,Yes,NA,No,No,0,Yes,NA,3,7,NA,NA,NA,7,1,311,8,1990,Bell's Flow,3,Low,Low,MD,0,State,2
1990,MD,Blacklyne,G016,State,10,10,No,NA,NY552815,55.12584,-2.7040687,CMBR,BP,U,U,Yes,NA,NA,Yes,4,Yes,4,No,No,0,Yes,NA,4,7,Plantation,NA,NA,7,1,238,8,1990,Blacklyne,3,Low,Low,MD,0,State,3
1990,MD,Deadwater,G046,State,8,8,No,NA,NY615957,55.253963,-2.6072205,NBLD,BP,U,U,Yes,NA,NA,Yes,4,Yes,4,No,No,0,Yes,NA,4,7,Plantation and rough grassland,NA,NA,7,1,256,8,1990,Deadwater,3,Low,Low,MD,1,State,1
1990,MD,Doddloupe,G047,State,4,4,No,NA,NY772911,55.213609,-2.3598641,NBLD,BP,U,U,Yes,NA,NA,Yes,4,Yes,4,No,No,0,Yes,NA,4,7,Plantation,NA,NA,7,1,234,8,1990,Doddloupe,5,Low,Low,MD,0,State,1
1990,MD,English Kershope,G054,State,10,10,No,NA,NY533833,55.141838,-2.7341576,CMBR,BP,U,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA,NA,NA,2,0,263,8,1990,English Kershope,3,Low,Low,MD,0,State,1
1990,MD,Green Rigg Spadeadam,G069,State,4,4,No,NA,NY753766,55.083224,-2.3884548,NBLD,BP,U,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA,NA,NA,2,0,286,8,1990,Green Rigg Spadeadam,5,Low,Low,MD,0,State,5
1990,MD,Greeneyes,G070,State,9,9,No,NA,NY756989,55.283619,-2.3856873,NBLD,BP,U,U,Yes,NA,NA,Yes,3,Yes,3,No,No,0,Yes,NA,3,7,Plantation and rough grassland,NA,NA,7,1,362,8,1990,Greeneyes,4,High,High,MD,0,State,2
1990,MD,Grindon Hill,G072,State,4,4,No,NA,NY709734,55.05423,-2.4570493,NBLD,BP,U,U,Yes,NA,NA,Yes,4,Yes,4,No,No,0,Yes,NA,4,7,Plantation and rough grassland,NA,NA,7,1,259,8,1990,Grindon Hill,4,Low,Low,MD,1,State,3
1990,MD,Harriett's Linn,G074,State,18,18,No,NA,NY613886,55.190152,-2.6093905,NBLD,BP,U,U,Yes,NA,NA,Yes,4,Yes,NA,No,No,0,Yes,NA,2,7,Plantation,NA,NA,7,1,343,8,1990,Harriett's Linn,5,Low,Low,MD,0,State,0
1990,MD,Hindhopeburn,G084,State,10,10,No,NA,NT761008,55.300717,-2.3779781,NBLD,BP,U,U,Yes,NA,NA,Yes,3,Yes,3,No,No,0,Yes,NA,3,7,Plantation,NA,NA,7,1,338,8,1990,Hindhopeburn,4,Low,Low,MD,1,State,1
1990,MD,Liddlepark,G098,State,10,10,No,NA,NY481766,55.081119,-2.8144993,CMBR,BP,U,U,Yes,NA,NA,Yes,5,Yes,NA,No,No,0,Yes,NA,3,7,Plantation and rough grassland,NA,NA,7,1,193,8,1990,Liddlepark,2,Low,Low,MD,0,State,10
1990,MD,Pundershaw,G118,State,10,10,No,NA,NY777797,55.111194,-2.3511046,NBLD,BP,U,U,Yes,NA,NA,Yes,4,Yes,4,No,No,0,Yes,NA,4,7,Plantation and rough grassland,NA,NA,7,1,236,8,1990,Pundershaw,5,Low,Low,MD,0,State,0
1990,MD,Rooken,G125,State,2,2,No,NA,NY800966,55.263152,-2.3162528,NBLD,BP,U,U,Yes,NA,NA,Yes,3,Yes,3,No,No,0,Yes,NA,3,7,NA,NA,NA,7,1,260,8,1990,Rooken,4,Low,Low,MD,0,State,0
1990,MD,Spithope,G133,State,7,7,No,NA,NY766045,55.333987,-2.3704132,NBLD,BP,U,U,Yes,NA,NA,Yes,4,Yes,4,No,No,0,Yes,NA,4,7,Plantation,NA,NA,7,1,307,8,1990,Spithope,3,Low,Low,MD,0,State,5
1990,MD,Wainhope,G155,State,4,4,Yes,NA,NY662922,55.22286,-2.5328637,NBLD,BP,U,U,Yes,NA,NA,Yes,4,Yes,4,No,No,0,Yes,NA,4,7,NA,NA,NA,7,1,265,8,1990,Wainhope,4,Low,Low,MD,0,State,1
1990,MD,Woody Crag,G165,State,18,18,No,NA,NY652961,55.257833,-2.5490654,NBLD,BP,U,U,Yes,NA,NA,Yes,4,Yes,NA,No,No,0,Yes,NA,3,7,Plantation and Moorland,NA,NA,7,1,239,8,1990,Woody Crag,4,Low,Low,MD,0,State,0
1991,MD,Allerybank,G001,State,5,5,Yes,NA,NY747808,55.120934,-2.3982287,NBLD,BP,U,U,Yes,NA,NA,Yes,4,Yes,4,No,No,0,Yes,NA,4,7,Plantation and rough grassland,NA,NA,7,1,274,9,1991,Allerybank,6,Low,Low,MD,0,State,3
1991,MD,Archie's Rigg,G002,State,14,14,No,NA,NY702835,55.144944,-2.4690683,NBLD,BP,U,U,Yes,NA,NA,Yes,3,Yes,3,No,No,0,Yes,NA,3,7,Plantation,NA,NA,7,1,299,9,1991,Archie's Rigg,5,Low,Low,MD,1,State,3
1991,MD,Bellingburn,G009,State,4,4,No,NA,NY713892,55.196227,-2.4523911,NBLD,BP,U,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA,NA,NA,2,0,210,9,1991,Bellingburn,6,Low,Low,MD,0,State,4
1991,MD,Bell's Flow,G010,State,5,5,No,NA,NY774739,55.059063,-2.3553445,NBLD,BP,U,U,Yes,NA,NA,Yes,NA,Yes,NA,No,No,0,Yes,NA,2,7,NA,NA,NA,7,1,290,9,1991,Bell's Flow,4,Low,Low,MD,0,State,5
1991,MD,Blacklyne,G016,State,11,11,No,NA,NY552815,55.12584,-2.7040687,CMBR,BP,U,U,Yes,NA,NA,Yes,4,Yes,NA,No,No,0,Yes,NA,3,7,Plantation,NA,NA,7,1,238,9,1991,Blacklyne,2,Low,Low,MD,1,State,1
1991,MD,Deadwater,G046,State,9,9,No,NA,NY613958,55.254846,-2.6103804,NBLD,BP,U,U,Yes,NA,NA,Yes,4,Yes,NA,No,No,0,Yes,NA,2,7,Plantation and rough grassland,NA,NA,7,1,243,9,1991,Deadwater,3,Low,Low,MD,0,State,1
1991,MD,Doddloupe,G047,State,5,5,No,NA,NY772911,55.213609,-2.3598641,NBLD,BP,U,U,Yes,NA,NA,Yes,5,Yes,NA,No,No,0,Yes,NA,3,7,Plantation,NA,NA,7,1,234,9,1991,Doddloupe,4,Low,Low,MD,0,State,5
1991,MD,Green Rigg Spadeadam,G069,State,5,5,No,NA,NY753766,55.083224,-2.3884548,NBLD,BP,U,U,Yes,NA,NA,Yes,2,Yes,2,No,No,0,Yes,NA,2,7,NA,NA,NA,7,1,286,9,1991,Green Rigg Spadeadam,5,Low,Low,MD,0,State,0
1991,MD,Greeneyes,G070,State,10,10,No,NA,NY756989,55.283619,-2.3856873,NBLD,BP,U,U,Yes,NA,NA,Yes,2,Yes,2,No,No,0,Yes,NA,2,7,Plantation and rough grassland,NA,NA,7,1,362,9,1991,Greeneyes,4,High,High,MD,0,State,0
1991,MD,Grindon Hill,G072,State,5,5,No,NA,NY709734,55.05423,-2.4570493,NBLD,BP,U,U,Yes,NA,NA,Yes,3,Yes,3,No,No,0,Yes,NA,3,7,Plantation and rough grassland,NA,NA,7,1,259,9,1991,Grindon Hill,5,Low,Low,MD,0,State,1
1991,MD,Harriett's Linn,G074,State,19,19,No,NA,NY615889,55.192863,-2.6062903,NBLD,BP,U,U,Yes,NA,NA,Yes,5,Yes,NA,No,No,0,Yes,NA,2,7,Plantation,NA,NA,7,1,306,9,1991,Harriett's Linn,5,Low,Low,MD,0,State,1
1991,MD,High King Hill,G083,State,1,1,No,NA,NY623704,55.026693,-2.5912641,CMBR,BP,U,U,Yes,NA,NA,Yes,2,Yes,2,No,No,0,Yes,NA,2,7,Plantation and rough grassland,NA,NA,7,1,217,9,1991,High King Hill,1,Low,Low,MD,1,State,8
1991,MD,Hindhopeburn,G084,State,11,11,No,NA,NT761008,55.300717,-2.3779781,NBLD,BP,U,U,Yes,NA,NA,Yes,4,Yes,NA,No,No,0,Yes,NA,3,7,Plantation,NA,NA,7,1,338,9,1991,Hindhopeburn,4,Low,Low,MD,0,State,2
1991,MD,Liddlepark,G098,State,11,11,No,NA,NY480795,55.107165,-2.8165966,CMBR,BP,U,U,Yes,NA,NA,Yes,4,Yes,NA,No,No,0,Yes,NA,2,7,Plantation and rough grassland,NA,NA,7,1,264,9,1991,Liddlepark,1,Low,Low,MD,0,State,1
1991,MD,Pundershaw,G118,State,11,11,No,NA,NY773796,55.110277,-2.3573667,NBLD,BP,U,U,Yes,NA,NA,Yes,4,Yes,NA,No,No,0,Yes,NA,3,7,Plantation and rough grassland,NA,NA,7,1,251,9,1991,Pundershaw,5,Low,Low,MD,0,State,2
1991,MD,Rooken,G125,State,3,3,No,NA,NY800966,55.263152,-2.3162528,NBLD,BP,U,U,Yes,NA,NA,Yes,4,Yes,NA,No,No,0,Yes,NA,3,7,NA,NA,NA,7,1,260,9,1991,Rooken,4,Low,Low,MD,0,State,5
1991,MD,Spithope,G133,State,8,8,No,NA,NT776041,55.33044,-2.3546179,NBLD,BP,U,U,Yes,NA,NA,Yes,4,Yes,NA,No,No,0,Yes,NA,2,7,Plantation,NA,NA,7,1,419,9,1991,Spithope,3,High,High,MD,0,State,0
1991,MD,Wainhope,G155,State,5,5,Yes,NA,NY664922,55.222874,-2.52972,NBLD,BP,U,U,Yes,NA,NA,Yes,4,Yes,4,No,No,0,Yes,NA,4,7,NA,NA,NA,7,1,274,9,1991,Wainhope,5,Low,Low,MD,1,State,2
1991,MD,Woody Crag,G165,State,19,19,No,NA,NY652961,55.257833,-2.5490654,NBLD,BP,U,U,Yes,NA,NA,No,0,NA,NA,NA,NA,NA,NA,NA,0,3,Plantation and Moorland,NA,NA,3,0,239,9,1991,Woody Crag,4,Low,Low,MD,0,State,0
1992,MD,Allerybank,G001,State,6,6,Yes,NA,NY747808,55.120934,-2.3982287,NBLD,BP,U,U,Yes,NA,NA,Yes,4,Yes,3,No,NA,NA,Yes,NA,3,7,Plantation and rough grassland,NA,NA,7,1,274,2,1992,Allerybank,6,Low,Low,MD,0,State,4
1992,MD,Archie's Rigg,G002,State,15,15,No,NA,NY702835,55.144944,-2.4690683,NBLD,BP,U,U,Yes,NA,NA,Yes,3,Yes,NA,NA,No,0,Yes,NA,2,7,Plantation,NA,NA,7,1,299,2,1992,Archie's Rigg,5,Low,Low,MD,0,State,1
1992,MD,Bellingburn,G009,State,5,5,No,NA,NY713892,55.196227,-2.4523911,NBLD,BP,U,U,Yes,NA,NA,Yes,4,Yes,4,No,No,0,Yes,NA,4,7,NA,NA,NA,7,1,210,2,1992,Bellingburn,6,Low,Low,MD,0,State,0
1992,MD,Bell's Flow,G010,State,6,6,No,NA,NY774739,55.059063,-2.3553445,NBLD,BP,U,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA,NA,NA,2,0,290,2,1992,Bell's Flow,4,Low,Low,MD,0,State,0
1992,MD,Blacklyne,G016,State,12,12,No,NA,NY552815,55.12584,-2.7040687,CMBR,BP,U,U,Yes,NA,NA,Yes,NA,No,0,NA,NA,NA,NA,NA,0,4,Plantation,NA,NA,4,0,238,2,1992,Blacklyne,3,Low,Low,MD,0,State,5
1992,MD,Deadwater,G046,State,10,10,No,NA,NY615957,55.253963,-2.6072205,NBLD,BP,U,U,Yes,NA,NA,Yes,4,Yes,NA,No,No,0,Yes,NA,2,7,Plantation and rough grassland,NA,NA,7,1,256,2,1992,Deadwater,3,Low,Low,MD,0,State,1
1992,MD,Doddloupe,G047,State,6,6,No,NA,NY772911,55.213609,-2.3598641,NBLD,BP,U,U,Yes,NA,NA,Yes,4,Yes,NA,No,No,0,Yes,NA,3,7,Plantation,NA,NA,7,1,234,2,1992,Doddloupe,4,Low,Low,MD,0,State,0
1992,MD,English Kershope,G054,State,12,12,No,NA,NY533833,55.141838,-2.7341576,CMBR,BP,U,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA,NA,NA,2,0,263,2,1992,English Kershope,3,Low,Low,MD,0,State,5
1992,MD,Green Rigg Spadeadam,G069,State,6,6,No,NA,NY753766,55.083224,-2.3884548,NBLD,BP,U,U,Yes,NA,NA,Yes,NA,Yes,NA,Yes,NA,NA,NA,NA,0,5,NA,NA,NA,5,0,286,2,1992,Green Rigg Spadeadam,5,Low,Low,MD,1,State,3
1992,MD,Greeneyes,G070,State,11,11,No,NA,NY756989,55.283619,-2.3856873,NBLD,BP,U,U,Yes,NA,NA,Yes,2,Yes,2,No,No,0,Yes,NA,2,7,Plantation and rough grassland,NA,NA,7,1,362,2,1992,Greeneyes,4,High,High,MD,1,State,8
1992,MD,Grindon Hill,G072,State,6,6,No,NA,NY709734,55.05423,-2.4570493,NBLD,BP,U,U,Yes,NA,NA,No,0,NA,NA,NA,NA,NA,NA,NA,0,3,Plantation and rough grassland,NA,NA,3,0,259,2,1992,Grindon Hill,5,Low,Low,MD,0,State,2
1992,MD,Harriett's Linn,G074,State,20,20,No,NA,NY615889,55.192863,-2.6062903,NBLD,BP,U,U,Yes,NA,NA,Yes,3,No,0,NA,NA,NA,NA,NA,0,4,Plantation,NA,NA,4,0,306,2,1992,Harriett's Linn,6,Low,Low,MD,0,State,1
1992,MD,High King Hill,G083,State,2,2,No,NA,NY623704,55.026693,-2.5912641,CMBR,BP,U,U,Yes,NA,NA,Yes,2,Yes,2,No,No,0,Yes,NA,2,7,Plantation and rough grassland,NA,NA,7,1,217,2,1992,High King Hill,1,Low,Low,MD,0,State,1
1992,MD,Hindhopeburn,G084,State,12,12,No,NA,NT761008,55.300717,-2.3779781,NBLD,BP,U,U,Yes,NA,NA,Yes,3,Yes,3,No,No,0,Yes,NA,3,7,Plantation,NA,NA,7,1,338,2,1992,Hindhopeburn,4,Low,Low,MD,0,State,2
1992,MD,Liddlepark,G098,State,12,12,No,NA,NY480795,55.107165,-2.8165966,CMBR,BP,U,U,Yes,NA,NA,Yes,NA,No,0,NA,NA,NA,NA,NA,0,4,Plantation and rough grassland,NA,NA,4,0,264,2,1992,Liddlepark,2,Low,Low,MD,0,State,5
1992,MD,Pundershaw,G118,State,12,12,No,NA,NY777797,55.111194,-2.3511046,NBLD,BP,U,U,Yes,NA,NA,Yes,3,Yes,3,No,No,0,Yes,NA,3,7,Plantation and rough grassland,NA,NA,7,1,236,2,1992,Pundershaw,5,Low,Low,MD,1,State,1
1992,MD,Rooken,G125,State,4,4,No,NA,NT800966,55.263152,-2.3162528,NBLD,BP,U,U,Yes,NA,NA,Yes,4,Yes,4,No,No,0,Yes,NA,4,7,NA,NA,NA,7,1,260,2,1992,Rooken,4,Low,Low,MD,0,State,1
1992,MD,Spithope,G133,State,9,9,No,NA,NT776041,55.33044,-2.3546179,NBLD,BP,U,U,Yes,NA,NA,Yes,4,Yes,4,No,No,0,Yes,NA,4,7,Plantation,NA,NA,7,1,419,2,1992,Spithope,3,High,High,MD,0,State,3
1992,MD,Wainhope,G155,State,6,6,Yes,NA,NY664922,55.222874,-2.52972,NBLD,BP,U,U,Yes,NA,NA,Yes,1,Yes,1,No,No,0,Yes,NA,1,7,NA,NA,NA,7,1,274,2,1992,Wainhope,5,Low,Low,MD,0,State,0
1992,MD,Woody Crag,G165,State,20,20,No,NA,NY652961,55.257833,-2.5490654,NBLD,BP,U,U,Yes,NA,NA,No,0,NA,NA,NA,NA,NA,NA,NA,0,3,Plantation and Moorland,NA,NA,3,0,239,2,1992,Woody Crag,4,Low,Low,MD,1,State,2
1993,MD,Allerybank,G001,State,7,7,Yes,NA,NY747808,55.120934,-2.3982287,NBLD,BP,U,U,Yes,NA,NA,Yes,2,Yes,2,No,No,0,Yes,NA,2,7,Plantation and rough grassland,NA,NA,7,1,274,2,1993,Allerybank,5,Low,Low,MD,0,State,0
1993,MD,Archie's Rigg,G002,State,16,16,No,NA,NY703830,55.140457,-2.467447,NBLD,BP,U,U,Yes,NA,NA,Yes,4,Yes,NA,NA,No,0,Yes,NA,1,7,Plantation,NA,NA,7,1,325,2,1993,Archie's Rigg,6,Low,Low,MD,0,State,0
1993,MD,Bellingburn,G009,State,6,6,No,NA,NY713892,55.196227,-2.4523911,NBLD,BP,U,U,Yes,NA,NA,Yes,3,Yes,3,No,No,0,Yes,NA,3,7,NA,NA,NA,7,1,210,2,1993,Bellingburn,6,Low,Low,MD,0,State,0
1993,MD,Blacklyne,G016,State,13,13,No,NA,NY552815,55.12584,-2.7040687,CMBR,BP,U,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,Plantation,NA,NA,2,0,238,2,1993,Blacklyne,3,Low,Low,MD,0,State,5
1993,MD,Deadwater,G046,State,11,11,No,NA,NY613958,55.254846,-2.6103804,NBLD,BP,U,U,Yes,NA,NA,Yes,4,Yes,NA,No,No,0,Yes,NA,1,7,Plantation and rough grassland,NA,NA,7,1,243,2,1993,Deadwater,3,Low,Low,MD,0,State,0
1993,MD,Doddloupe,G047,State,7,7,No,NA,NY722911,55.213351,-2.4384411,NBLD,BP,U,U,Yes,NA,NA,Yes,4,Yes,4,No,No,0,Yes,NA,4,7,Plantation,NA,NA,7,1,312,2,1993,Doddloupe,6,Low,Low,MD,0,State,3
1993,MD,English Kershope,G054,State,13,13,No,NA,NY533833,55.141838,-2.7341576,CMBR,BP,U,U,Yes,NA,NA,Yes,5,Yes,NA,No,No,0,Yes,NA,4,7,NA,NA,NA,7,1,263,2,1993,English Kershope,3,Low,Low,MD,0,State,0
1993,MD,Green Rigg Spadeadam,G069,State,7,7,No,NA,NY753766,55.083224,-2.3884548,NBLD,BP,U,U,Yes,NA,NA,No,0,NA,NA,NA,NA,NA,NA,NA,0,3,NA,NA,NA,3,0,286,2,1993,Green Rigg Spadeadam,4,Low,Low,MD,1,State,1
1993,MD,Greeneyes,G070,State,12,12,No,NA,NY756989,55.283619,-2.3856873,NBLD,BP,U,U,Yes,NA,NA,Yes,4,Yes,NA,No,No,0,Yes,NA,2,7,Plantation and rough grassland,NA,NA,7,1,362,2,1993,Greeneyes,5,High,High,MD,0,State,1
1993,MD,Grindon Hill,G072,State,7,7,No,NA,NY709734,55.05423,-2.4570493,NBLD,BP,U,U,Yes,NA,NA,Yes,4,Yes,NA,No,No,0,Yes,NA,2,7,Plantation and rough grassland,NA,NA,7,1,259,2,1993,Grindon Hill,5,Low,Low,MD,0,State,2
1993,MD,Harriett's Linn,G074,State,21,21,No,NA,NY615889,55.192863,-2.6062903,NBLD,BP,U,U,Yes,NA,NA,Yes,3,Yes,NA,No,No,0,Yes,NA,1,7,Plantation,NA,NA,7,1,306,2,1993,Harriett's Linn,5,Low,Low,MD,0,State,0
1993,MD,High King Hill,G083,State,3,3,No,NA,NY623704,55.026693,-2.5912641,CMBR,BP,U,U,Yes,NA,NA,Yes,4,Yes,NA,No,No,0,Yes,NA,1,7,Plantation and rough grassland,NA,NA,7,1,217,2,1993,High King Hill,1,Low,Low,MD,0,State,1
1993,MD,Hindhopeburn,G084,State,13,13,No,NA,NT761008,55.300717,-2.3779781,NBLD,BP,U,U,Yes,NA,NA,Yes,2,Yes,2,No,No,0,Yes,NA,2,7,Plantation,NA,NA,7,1,338,2,1993,Hindhopeburn,4,Low,Low,MD,0,State,4
1993,MD,Liddlepark,G098,State,13,13,No,NA,NY480795,55.107165,-2.8165966,CMBR,BP,U,U,Yes,NA,NA,No,0,NA,NA,NA,NA,NA,NA,NA,0,3,Plantation and rough grassland,NA,NA,3,0,264,2,1993,Liddlepark,2,Low,Low,MD,1,State,8
1993,MD,Pundershaw,G118,State,13,13,No,NA,NY773796,55.110277,-2.3573667,NBLD,BP,U,U,Yes,NA,NA,Yes,4,Yes,NA,No,No,0,Yes,NA,3,7,Plantation and rough grassland,NA,NA,7,1,251,2,1993,Pundershaw,4,Low,Low,MD,0,State,2
1993,MD,Rooken,G125,State,5,5,No,NA,NY800966,55.263152,-2.3162528,NBLD,BP,U,U,Yes,NA,NA,Yes,4,Yes,4,No,No,0,Yes,NA,4,7,NA,NA,NA,7,1,260,2,1993,Rooken,4,Low,Low,MD,1,State,2
1993,MD,Spithope,G133,State,10,10,No,NA,NT766041,55.330393,-2.3703796,NBLD,BP,U,U,Yes,NA,NA,Yes,4,Yes,4,No,No,0,Yes,NA,4,7,Plantation,NA,NA,7,1,292,2,1993,Spithope,3,Low,Low,MD,0,State,5
1993,MD,Wainhope,G155,State,7,7,Yes,NA,NY664922,55.222874,-2.52972,NBLD,BP,U,U,Yes,NA,NA,Yes,4,Yes,4,No,No,0,Yes,NA,4,7,NA,NA,NA,7,1,274,2,1993,Wainhope,5,Low,Low,MD,1,State,1
1993,MD,Woody Crag,G165,State,21,21,No,NA,NY675978,55.273266,-2.5130772,NBLD,BP,U,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,Plantation and Moorland,NA,NA,2,0,313,2,1993,Woody Crag,6,Low,Low,MD,0,State,1
1994,MD,Allerybank,G001,State,8,8,Yes,NA,NY747808,55.120934,-2.3982287,NBLD,BP,U,U,Yes,NA,NA,Yes,2,No,0,NA,NA,NA,NA,NA,0,4,Plantation and rough grassland,NA,NA,4,0,274,5,1994,Allerybank,6,Low,Low,MD,0,State,0
1994,MD,Archie's Rigg,G002,State,17,17,No,NA,NY703830,55.140457,-2.467447,NBLD,BP,U,U,Yes,NA,NA,Yes,3,Yes,3,Yes,NA,NA,NA,NA,0,5,Plantation,NA,NA,5,0,325,5,1994,Archie's Rigg,6,Low,Low,MD,0,State,5
1994,MD,Bellingburn,G009,State,7,7,No,NA,NY713892,55.196227,-2.4523911,NBLD,BP,U,U,Yes,NA,NA,Yes,2,Yes,2,No,No,0,Yes,NA,2,7,NA,NA,NA,7,1,210,5,1994,Bellingburn,6,Low,Low,MD,1,State,0
1994,MD,Bell's Flow,G010,State,8,8,No,NA,NY774739,55.059063,-2.3553445,NBLD,BP,U,U,Yes,NA,NA,Yes,4,Yes,NA,No,No,0,Yes,NA,2,7,NA,NA,NA,7,1,290,5,1994,Bell's Flow,4,Low,Low,MD,0,State,0
1994,MD,Blacklyne,G016,State,14,14,No,NA,NY552815,55.12584,-2.7040687,CMBR,BP,U,U,Yes,NA,NA,Yes,2,Yes,2,No,No,0,Yes,NA,2,7,Plantation,NA,NA,7,1,238,5,1994,Blacklyne,2,Low,Low,MD,0,State,0
1994,MD,Deadwater,G046,State,12,12,No,NA,NY613958,55.254846,-2.6103804,NBLD,BP,U,U,Yes,NA,NA,Yes,4,Yes,NA,No,No,0,Yes,NA,3,7,Plantation and rough grassland,NA,NA,7,1,243,5,1994,Deadwater,3,Low,Low,MD,0,State,1
